Trip ID,Date and Time,Distance Driven (miles_driven),Load Type,Delivery Status,Fuel Efficiency (MPG),Diesel Fuel Used (gallons),Driver Name,Driver Experience (years),Hours Worked,Driver Profit ($),Delivery Cost ($),Fuel Cost ($),Profit Margin (%),Cost per Mile ($),Profit per Mile ($),Fuel Cost per Mile ($),Total Revenue ($),Load Time (hrs),Unload Time (hrs),Total Load/Unload Time (hrs),Customer Location,Order Quantity (gallons),Fuel Prices ($/gallon),Delivery Frequency (days)
TRIP-0767,2023-10-07 02:28:28.108108108,185,Gasoline,On-Time,5.61,187,Driver_2,23,8,702,4868,554.4,8.92,4.0,1.35,1.13,2846,1.09,2.86,4.07,CityB,8628,4.97,9
TRIP-0768,2023-10-07 11:13:09.189189188,414,Gasoline,On-Time,7.52,99,Driver_9,26,7,1944,1817,767.95,5.38,3.52,0.78,0.66,8021,1.61,1.21,4.15,CityD,1377,4.71,28
TRIP-0769,2023-10-07 19:57:50.270270272,370,Gasoline,Late,5.52,52,Driver_1,4,14,1671,4993,279.0,12.82,4.0,1.2,0.26,1473,2.39,2.72,3.02,CityC,5295,4.86,6
TRIP-0770,2023-10-08 04:42:31.351351352,391,Gasoline,Incomplete,7.88,254,Driver_2,6,8,1093,3018,1362.5,19.7,2.75,2.43,0.94,5131,2.9,1.32,2.29,CityE,8291,4.58,15
TRIP-0771,2023-10-08 13:27:12.432432432,194,Gasoline,Late,6.25,156,Driver_8,11,10,1799,1730,1412.82,8.46,4.73,1.38,0.39,2792,1.15,1.97,4.98,CityD,3023,3.91,23
TRIP-0772,2023-10-08 22:11:53.513513516,376,Gasoline,On-Time,7.54,162,Driver_1,1,14,457,1633,1472.73,15.65,3.53,2.53,1.83,2734,1.06,1.44,5.03,CityB,6770,3.41,16
TRIP-0773,2023-10-09 06:56:34.594594596,266,Diesel,On-Time,6.89,143,Driver_5,30,13,1043,1801,1322.55,18.81,2.15,1.3,0.27,8215,2.77,2.21,5.99,CityE,9083,3.42,4
TRIP-0774,2023-10-09 15:41:15.675675676,350,Gasoline,Late,7.21,167,Driver_7,24,7,320,4534,384.85,19.97,3.55,0.91,0.98,8229,2.5,2.12,5.6,CityB,7123,3.3,28
TRIP-0775,2023-10-10 00:25:56.756756756,181,Diesel,Incomplete,7.3,286,Driver_3,23,8,1009,2410,212.37,11.86,2.15,1.59,0.29,6188,2.98,1.76,5.7,CityB,5588,4.09,26
TRIP-0776,2023-10-10 09:10:37.837837840,341,Ethanol,Incomplete,6.51,247,Driver_3,15,7,1177,2005,932.46,15.0,2.17,1.63,0.37,6281,1.79,2.73,5.19,CityA,8064,4.84,17
TRIP-0777,2023-10-10 17:55:18.918918920,119,Ethanol,On-Time,6.63,130,Driver_7,27,13,253,3685,1382.02,24.46,2.6,0.54,1.39,6858,1.83,2.32,4.46,CityD,7566,4.98,9
TRIP-0778,2023-10-11 02:40:00.000000000,301,Diesel,Incomplete,6.54,300,Driver_6,11,11,1218,2416,389.42,28.53,4.41,0.79,1.36,1944,1.34,2.44,2.51,CityA,7045,3.57,12
TRIP-0779,2023-10-11 11:24:41.081081080,464,Gasoline,Incomplete,6.76,158,Driver_7,25,11,1554,4048,159.51,26.55,3.0,0.96,0.26,2511,1.23,1.3,4.49,CityB,2821,4.39,22
TRIP-0780,2023-10-11 20:09:22.162162164,324,Diesel,Incomplete,5.09,100,Driver_8,19,14,983,3257,1237.42,19.11,3.72,0.78,0.2,5081,2.16,2.77,2.22,CityE,8649,4.19,19
TRIP-0781,2023-10-12 04:54:03.243243244,494,Ethanol,Late,6.19,294,Driver_7,18,13,440,2456,253.67,15.26,2.57,1.35,0.34,7118,1.73,1.33,5.54,CityC,8625,3.98,20
TRIP-0782,2023-10-12 13:38:44.324324324,413,Diesel,On-Time,6.82,196,Driver_7,17,9,1978,678,708.5,13.32,2.05,2.91,1.57,1858,1.16,1.45,3.93,CityA,8830,4.33,26
TRIP-0783,2023-10-12 22:23:25.405405408,231,Ethanol,Late,6.79,219,Driver_2,19,9,1753,1396,1066.5,8.12,4.82,1.77,1.25,4560,2.77,1.26,4.79,CityC,8794,3.74,12
TRIP-0784,2023-10-13 07:08:06.486486488,216,Diesel,Incomplete,7.38,84,Driver_9,21,14,682,2051,469.68,7.66,3.41,2.07,0.27,9421,1.4,1.88,2.21,CityA,5833,4.89,22
TRIP-0785,2023-10-13 15:52:47.567567568,140,Diesel,On-Time,6.97,95,Driver_3,14,6,1212,991,263.35,22.21,4.74,1.39,1.08,9369,2.5,2.78,4.14,CityD,9175,4.41,6
TRIP-0786,2023-10-14 00:37:28.648648648,251,Diesel,Late,7.98,203,Driver_6,27,7,386,560,1189.53,11.49,1.81,1.31,1.48,3615,1.56,1.5,3.21,CityC,8358,4.51,12
TRIP-0787,2023-10-14 09:22:09.729729732,395,Diesel,On-Time,5.85,292,Driver_2,18,7,855,1577,1000.74,11.37,1.59,0.56,1.76,2613,2.63,1.75,3.14,CityA,4819,3.48,9
TRIP-0788,2023-10-14 18:06:50.810810812,68,Diesel,Late,6.08,118,Driver_3,28,11,461,3395,1484.46,29.95,4.42,1.75,1.88,3840,1.24,2.69,3.56,CityB,5889,3.34,20
TRIP-0789,2023-10-15 02:51:31.891891892,88,Ethanol,On-Time,6.15,142,Driver_9,19,9,1152,4660,614.82,9.7,3.72,1.71,0.79,2774,2.51,2.24,2.0,CityE,2348,3.79,5
TRIP-0790,2023-10-15 11:36:12.972972972,175,Diesel,Late,6.4,113,Driver_7,15,8,1587,4183,233.38,8.7,1.75,0.89,0.44,4871,1.2,2.5,3.87,CityB,3705,4.53,21
TRIP-0791,2023-10-15 20:20:54.054054056,500,Diesel,Incomplete,7.51,214,Driver_9,15,8,690,1085,1141.37,7.47,2.08,2.41,0.63,9273,1.89,1.43,3.95,CityD,2661,4.88,3
TRIP-0792,2023-10-16 05:05:35.135135136,222,Diesel,Late,5.71,261,Driver_3,4,8,630,4460,854.34,19.5,4.2,1.73,1.6,1845,2.47,2.43,5.45,CityD,1964,3.85,2
TRIP-0793,2023-10-16 13:50:16.216216216,190,Gasoline,Incomplete,7.33,98,Driver_4,7,11,438,4270,437.83,20.7,2.82,1.35,1.95,4260,1.35,1.46,3.79,CityA,1143,4.55,8
TRIP-0794,2023-10-16 22:34:57.297297300,291,Ethanol,Late,6.22,198,Driver_1,13,13,503,1034,1205.33,14.13,3.68,0.87,1.04,4145,1.57,2.97,3.45,CityB,5851,3.94,10
TRIP-0795,2023-10-17 07:19:38.378378380,269,Diesel,Incomplete,6.81,123,Driver_1,3,12,497,3962,425.07,18.39,2.27,1.88,0.75,8802,2.73,2.12,5.98,CityC,5053,3.59,15
TRIP-0796,2023-10-17 16:04:19.459459460,175,Ethanol,Incomplete,6.9,241,Driver_5,16,9,275,4511,501.89,24.71,2.52,2.38,0.97,3263,2.77,2.39,4.28,CityA,7018,4.48,9
TRIP-0797,2023-10-18 00:49:00.540540540,107,Diesel,Late,6.12,54,Driver_8,9,9,1923,3898,274.91,25.45,4.96,1.2,0.75,9636,1.09,1.24,3.89,CityA,6223,4.6,10
TRIP-0798,2023-10-18 09:33:41.621621624,197,Gasoline,Late,6.54,149,Driver_9,8,7,1556,2655,689.23,28.95,1.99,1.05,0.66,9155,1.34,1.5,3.98,CityB,8446,3.41,11
TRIP-0799,2023-10-18 18:18:22.702702704,366,Ethanol,On-Time,6.24,119,Driver_7,20,6,1198,1504,715.55,25.61,3.03,1.8,1.27,1922,1.23,1.28,5.24,CityE,1110,3.61,29
TRIP-0800,2023-10-19 03:03:03.783783784,432,Gasoline,Late,5.21,139,Driver_9,13,14,1981,2999,844.66,19.12,4.38,0.89,0.23,7695,1.36,1.78,3.36,CityD,4802,3.99,9
TRIP-0801,2023-10-19 11:47:44.864864864,410,Gasoline,On-Time,6.31,53,Driver_7,17,7,841,826,1107.1,9.49,1.96,2.17,0.67,5288,2.94,1.57,3.56,CityC,2043,3.37,14
TRIP-0802,2023-10-19 20:32:25.945945948,472,Diesel,Late,5.29,175,Driver_4,17,13,1697,3206,1373.24,7.49,2.66,2.01,1.39,6758,2.1,2.47,5.02,CityD,1966,4.86,5
TRIP-0803,2023-10-20 05:17:07.027027028,50,Ethanol,On-Time,6.22,280,Driver_4,17,14,1026,501,335.94,6.36,3.46,0.72,0.26,9131,1.94,1.22,2.29,CityA,9608,4.18,27
TRIP-0804,2023-10-20 14:01:48.108108108,436,Ethanol,Incomplete,6.78,88,Driver_8,1,9,482,1533,223.37,21.66,2.92,0.59,0.35,3630,2.97,2.5,5.46,CityE,6736,3.24,9
TRIP-0805,2023-10-20 22:46:29.189189188,397,Ethanol,Late,6.74,291,Driver_6,8,13,790,2981,175.02,25.19,2.84,2.05,0.73,8816,2.11,1.09,3.72,CityA,1681,3.37,4
TRIP-0806,2023-10-21 07:31:10.270270272,239,Ethanol,Incomplete,6.99,212,Driver_3,19,14,271,624,343.89,17.72,2.45,1.24,1.78,8556,2.32,1.4,4.33,CityE,2646,4.91,2
TRIP-0807,2023-10-21 16:15:51.351351352,240,Diesel,Late,5.29,178,Driver_5,6,10,1486,1604,1038.23,6.37,3.35,0.72,1.58,6930,1.67,2.58,5.03,CityB,2772,4.48,19
TRIP-0808,2023-10-22 01:00:32.432432432,418,Diesel,On-Time,6.96,73,Driver_4,3,12,902,3199,1132.09,18.39,3.5,2.4,0.24,8000,1.76,2.49,3.06,CityD,9543,4.47,1
TRIP-0809,2023-10-22 09:45:13.513513516,458,Gasoline,Late,5.94,106,Driver_2,27,9,774,2361,1211.78,28.39,3.61,1.29,1.1,4512,2.19,1.95,5.56,CityA,5036,3.14,21
TRIP-0810,2023-10-22 18:29:54.594594596,361,Diesel,On-Time,6.2,149,Driver_1,5,6,1199,3420,479.01,19.94,1.28,1.65,0.69,7066,1.14,1.1,5.92,CityE,1219,4.79,1
TRIP-0811,2023-10-23 03:14:35.675675676,466,Ethanol,On-Time,7.57,119,Driver_7,13,8,1091,628,562.96,25.24,3.52,1.09,1.37,4722,1.51,2.22,3.98,CityE,5180,3.89,12
TRIP-0812,2023-10-23 11:59:16.756756756,471,Diesel,Late,5.03,90,Driver_10,15,10,211,937,802.23,25.0,4.81,2.07,1.5,6648,1.39,1.81,5.75,CityA,3972,4.32,11
TRIP-0813,2023-10-23 20:43:57.837837840,166,Gasoline,Incomplete,6.77,231,Driver_1,14,8,340,3048,235.3,28.3,3.16,1.25,1.75,3060,1.03,1.63,2.0,CityD,4142,4.92,1
TRIP-0814,2023-10-24 05:28:38.918918920,183,Ethanol,Late,6.8,223,Driver_4,29,12,1989,3629,975.04,24.26,3.86,2.92,1.06,4034,2.07,2.28,5.58,CityB,563,3.2,14
TRIP-0815,2023-10-24 14:13:20.000000000,107,Ethanol,Incomplete,6.19,109,Driver_4,23,14,1778,1721,1478.04,23.69,3.23,2.26,1.99,3387,2.12,1.87,3.24,CityB,1059,3.96,27
TRIP-0816,2023-10-24 22:58:01.081081080,93,Gasoline,On-Time,5.71,157,Driver_2,16,11,216,1401,637.09,10.85,4.42,0.84,1.96,8008,1.77,1.18,3.25,CityC,7946,3.1,11
TRIP-0817,2023-10-25 07:42:42.162162164,222,Gasoline,Late,5.7,237,Driver_2,18,6,1286,3668,1166.34,6.5,4.72,1.54,1.79,9031,1.54,2.83,2.91,CityC,2233,4.0,29
TRIP-0818,2023-10-25 16:27:23.243243244,209,Ethanol,Late,7.65,106,Driver_10,22,12,452,4986,825.05,17.94,1.74,1.46,1.23,2799,2.3,2.56,3.27,CityC,9361,3.5,7
TRIP-0819,2023-10-26 01:12:04.324324324,222,Diesel,Incomplete,6.33,80,Driver_1,29,8,664,4418,322.55,8.11,2.75,1.84,0.92,5407,1.27,1.11,2.85,CityD,4394,4.82,2
TRIP-0820,2023-10-26 09:56:45.405405408,366,Diesel,Late,5.99,133,Driver_8,22,10,575,1567,936.02,29.05,2.57,2.6,0.86,3780,2.04,2.05,5.62,CityC,2042,3.8,15
TRIP-0821,2023-10-26 18:41:26.486486488,352,Ethanol,On-Time,6.35,201,Driver_10,11,9,1180,526,554.83,12.25,2.62,1.96,0.22,2127,2.54,1.17,5.6,CityC,9963,4.27,8
TRIP-0822,2023-10-27 03:26:07.567567568,198,Ethanol,Late,7.01,266,Driver_1,3,10,719,1047,196.44,26.32,1.5,0.65,0.65,9530,1.33,2.67,2.41,CityD,2915,4.72,22
TRIP-0823,2023-10-27 12:10:48.648648648,129,Ethanol,On-Time,5.44,85,Driver_4,22,10,289,3168,1007.16,14.69,4.25,2.14,1.49,8365,2.51,2.23,2.57,CityC,6590,4.97,20
TRIP-0824,2023-10-27 20:55:29.729729732,423,Diesel,On-Time,6.35,262,Driver_1,10,11,919,1066,1309.56,13.08,1.14,0.52,1.29,8611,2.52,1.34,5.45,CityB,5717,4.01,25
TRIP-0825,2023-10-28 05:40:10.810810812,262,Diesel,Incomplete,6.76,207,Driver_7,10,11,1003,1203,615.44,28.38,3.11,2.45,1.85,8535,1.12,1.04,3.6,CityA,5887,3.91,15
TRIP-0826,2023-10-28 14:24:51.891891892,252,Ethanol,Incomplete,7.85,201,Driver_8,30,13,995,4780,676.9,14.08,3.65,2.17,0.29,3808,1.04,1.06,2.68,CityB,5679,3.15,26
TRIP-0827,2023-10-28 23:09:32.972972972,301,Gasoline,On-Time,5.76,157,Driver_4,21,13,829,3640,1352.88,14.76,1.83,1.27,0.48,5297,2.95,2.01,4.04,CityB,8687,3.03,8
TRIP-0828,2023-10-29 07:54:14.054054056,278,Ethanol,Incomplete,6.08,155,Driver_9,16,14,1398,2090,1248.37,7.65,4.62,1.23,1.62,5559,1.39,2.47,3.67,CityE,7143,4.22,29
TRIP-0829,2023-10-29 16:38:55.135135136,213,Ethanol,Incomplete,6.14,207,Driver_4,12,13,275,1305,1115.19,21.76,4.35,2.5,0.85,1448,2.64,1.24,2.88,CityA,8160,3.13,10
TRIP-0830,2023-10-30 01:23:36.216216216,276,Diesel,On-Time,6.82,135,Driver_1,2,7,1836,4291,485.88,12.22,2.88,2.46,0.41,6008,2.12,1.44,4.88,CityB,2958,3.76,19
TRIP-0831,2023-10-30 10:08:17.297297300,196,Ethanol,Late,6.07,269,Driver_3,9,6,1125,1857,1378.79,19.64,2.64,1.38,1.99,5893,1.53,1.65,4.53,CityA,9855,3.01,3
TRIP-0832,2023-10-30 18:52:58.378378380,69,Diesel,Late,6.6,184,Driver_9,24,7,1886,3725,358.46,19.78,1.95,1.25,1.62,1793,1.26,1.44,2.4,CityB,6528,4.23,20
TRIP-0833,2023-10-31 03:37:39.459459460,490,Gasoline,Incomplete,7.35,212,Driver_5,3,7,599,4118,996.14,22.98,3.92,1.9,0.94,1436,1.99,1.78,5.7,CityD,5947,3.85,14
TRIP-0834,2023-10-31 12:22:20.540540540,451,Ethanol,Incomplete,7.12,232,Driver_4,24,8,1169,2626,188.88,23.63,1.53,0.52,1.68,7012,1.81,2.12,4.23,CityD,5059,3.25,9
TRIP-0835,2023-10-31 21:07:01.621621624,96,Gasoline,On-Time,6.34,269,Driver_10,30,12,1294,2960,1019.02,17.86,3.72,0.71,1.43,6869,2.4,2.37,3.0,CityC,3249,3.59,9
TRIP-0836,2023-11-01 05:51:42.702702704,282,Ethanol,On-Time,7.59,63,Driver_6,25,7,1403,1045,524.14,13.27,4.37,0.82,1.62,2620,2.81,2.93,2.83,CityD,2448,4.14,21
TRIP-0837,2023-11-01 14:36:23.783783784,354,Gasoline,On-Time,6.67,169,Driver_10,30,6,1347,3228,757.06,25.94,1.91,0.96,1.67,5308,2.61,2.86,2.54,CityA,6806,4.31,28
TRIP-0838,2023-11-01 23:21:04.864864864,63,Diesel,On-Time,6.62,187,Driver_10,15,11,1604,4234,616.11,12.75,4.47,1.78,0.35,1948,1.55,2.14,3.7,CityE,8751,3.92,25
TRIP-0839,2023-11-02 08:05:45.945945948,192,Ethanol,Late,5.1,129,Driver_6,3,14,1516,3062,383.22,17.69,1.13,2.98,1.32,4944,2.76,2.47,2.54,CityC,8592,4.61,6
TRIP-0840,2023-11-02 16:50:27.027027028,464,Ethanol,On-Time,7.96,193,Driver_4,19,8,996,2579,989.67,15.03,4.65,2.13,0.21,1191,2.67,2.9,3.66,CityB,9024,3.22,8
TRIP-0841,2023-11-03 01:35:08.108108108,50,Gasoline,On-Time,5.37,231,Driver_5,18,11,394,3141,1340.67,26.38,1.47,0.65,0.28,2403,2.86,1.17,2.6,CityD,689,3.17,11
TRIP-0842,2023-11-03 10:19:49.189189188,422,Diesel,Incomplete,5.69,272,Driver_3,8,8,427,3614,1444.76,15.8,3.58,1.81,1.83,2990,1.92,1.01,4.63,CityC,6508,3.09,8
TRIP-0843,2023-11-03 19:04:30.270270272,103,Gasoline,On-Time,5.16,155,Driver_9,26,6,1654,2426,409.67,14.65,2.0,1.74,1.15,2104,2.54,1.06,5.14,CityD,7982,4.07,12
TRIP-0844,2023-11-04 03:49:11.351351352,423,Gasoline,Incomplete,6.92,266,Driver_4,17,10,1659,1116,1118.45,22.25,4.35,0.86,1.52,1548,2.18,2.13,4.2,CityC,795,4.41,10
TRIP-0845,2023-11-04 12:33:52.432432432,308,Diesel,On-Time,5.67,254,Driver_7,8,9,660,4144,1046.86,20.06,3.05,2.8,1.71,6761,1.62,2.53,4.72,CityA,8868,3.26,23
TRIP-0846,2023-11-04 21:18:33.513513516,193,Gasoline,On-Time,5.54,119,Driver_5,7,12,817,1703,613.56,7.68,1.54,1.6,1.91,9762,2.99,1.73,5.75,CityA,8668,4.28,4
TRIP-0847,2023-11-05 06:03:14.594594596,490,Gasoline,Incomplete,5.27,93,Driver_5,30,11,1244,2259,175.78,17.7,3.28,2.99,1.76,8903,1.08,2.09,4.55,CityB,1299,3.95,16
TRIP-0848,2023-11-05 14:47:55.675675676,61,Ethanol,Late,5.31,122,Driver_1,7,12,263,3065,1081.22,23.39,2.63,1.55,1.07,2784,1.32,2.03,3.46,CityC,9497,4.97,20
TRIP-0849,2023-11-05 23:32:36.756756756,379,Gasoline,Late,6.75,94,Driver_9,3,10,364,3674,1426.42,29.8,3.65,2.02,0.8,1804,2.79,1.19,3.8,CityE,7503,4.43,6
TRIP-0850,2023-11-06 08:17:17.837837840,273,Ethanol,Incomplete,7.06,277,Driver_10,1,9,226,3581,1003.36,20.73,4.53,0.76,0.48,9990,1.12,1.64,5.44,CityA,8906,4.31,30
TRIP-0851,2023-11-06 17:01:58.918918920,321,Diesel,Incomplete,6.19,233,Driver_3,4,12,1534,3130,737.65,14.26,2.64,1.64,0.92,9802,2.77,1.04,2.52,CityB,3200,4.14,9
TRIP-0852,2023-11-07 01:46:40.000000000,407,Gasoline,Late,6.44,156,Driver_7,25,12,1211,3661,858.96,10.65,2.16,1.1,0.86,8517,2.43,1.22,3.3,CityC,9288,4.99,23
TRIP-0853,2023-11-07 10:31:21.081081080,457,Diesel,Incomplete,7.06,133,Driver_9,5,11,484,4821,419.5,26.82,1.06,2.59,1.21,7831,1.07,2.62,4.31,CityB,9984,4.96,5
TRIP-0854,2023-11-07 19:16:02.162162164,205,Ethanol,Incomplete,5.05,131,Driver_8,1,13,1883,1169,1163.23,25.36,3.3,2.46,1.4,7917,1.86,2.66,4.71,CityA,6373,4.08,21
TRIP-0855,2023-11-08 04:00:43.243243244,422,Ethanol,Incomplete,5.97,299,Driver_1,15,9,480,3668,1157.67,10.85,2.61,2.56,1.96,5238,2.51,2.6,5.05,CityB,5214,3.91,24
TRIP-0856,2023-11-08 12:45:24.324324324,57,Ethanol,Incomplete,7.92,156,Driver_6,5,10,1037,2621,346.45,10.02,2.5,2.31,1.51,4260,2.17,2.45,3.27,CityC,6991,3.92,6
TRIP-0857,2023-11-08 21:30:05.405405408,171,Gasoline,Incomplete,6.74,234,Driver_7,13,9,1030,4578,1335.27,22.88,1.73,2.58,1.36,5367,2.87,2.59,2.58,CityD,8833,3.86,17
TRIP-0858,2023-11-09 06:14:46.486486488,397,Ethanol,Late,5.76,70,Driver_9,8,6,1387,4651,513.41,12.87,2.72,1.0,0.8,6651,2.74,2.34,5.82,CityE,3339,4.06,17
TRIP-0859,2023-11-09 14:59:27.567567568,213,Ethanol,Incomplete,6.57,245,Driver_6,8,13,1117,1219,1476.05,12.66,4.94,1.63,0.26,4371,1.67,2.34,2.31,CityA,4013,3.55,25
TRIP-0860,2023-11-09 23:44:08.648648648,139,Gasoline,Late,6.03,227,Driver_7,5,6,423,3100,666.92,8.81,2.19,2.23,0.72,3093,1.17,2.33,2.38,CityC,1635,4.85,24
TRIP-0861,2023-11-10 08:28:49.729729732,185,Gasoline,On-Time,6.6,210,Driver_7,28,10,983,4098,390.14,11.6,3.4,2.09,1.58,5001,2.89,2.03,3.98,CityC,6857,3.98,22
TRIP-0862,2023-11-10 17:13:30.810810812,235,Gasoline,Late,5.38,268,Driver_3,9,11,1369,1166,624.82,15.69,4.11,2.29,0.57,7556,2.03,1.73,5.28,CityB,2747,4.68,13
TRIP-0863,2023-11-11 01:58:11.891891892,365,Ethanol,On-Time,5.4,56,Driver_5,1,11,1164,783,744.24,23.32,4.0,1.06,1.48,8810,1.15,2.46,5.1,CityA,7048,3.95,17
TRIP-0864,2023-11-11 10:42:52.972972972,227,Ethanol,Late,5.43,119,Driver_7,4,10,1149,4403,243.57,13.41,2.32,0.75,1.24,5554,2.63,1.6,5.75,CityD,5016,4.44,14
TRIP-0865,2023-11-11 19:27:34.054054056,77,Gasoline,Late,7.82,176,Driver_3,3,8,1253,4065,930.59,13.22,3.44,2.79,0.51,3517,2.74,2.09,2.57,CityD,4602,3.67,2
TRIP-0866,2023-11-12 04:12:15.135135136,269,Gasoline,Incomplete,7.2,192,Driver_9,2,10,244,2734,956.8,12.12,4.49,1.9,0.67,9697,2.28,1.87,3.5,CityE,2048,4.25,26
TRIP-0867,2023-11-12 12:56:56.216216216,406,Diesel,Late,5.49,259,Driver_8,8,13,670,1965,1147.56,16.96,1.06,0.88,1.09,6805,1.9,1.55,3.13,CityE,7032,4.0,19
TRIP-0868,2023-11-12 21:41:37.297297300,90,Diesel,Late,5.57,209,Driver_4,23,7,233,629,189.38,9.52,2.74,2.48,0.95,2096,2.32,2.95,5.44,CityB,5011,3.73,26
TRIP-0869,2023-11-13 06:26:18.378378380,277,Gasoline,Incomplete,7.19,297,Driver_4,9,11,852,2560,880.67,17.14,1.9,2.79,1.6,8061,2.41,1.52,3.95,CityA,3331,4.76,28
TRIP-0870,2023-11-13 15:10:59.459459460,241,Gasoline,On-Time,5.47,252,Driver_5,2,14,1650,4172,221.43,22.6,2.55,0.92,1.52,3204,2.79,1.62,2.11,CityD,9698,3.23,3
TRIP-0871,2023-11-13 23:55:40.540540540,460,Diesel,Late,5.7,197,Driver_3,14,13,1029,2994,1096.54,5.74,2.66,2.54,1.23,4902,2.91,1.32,4.83,CityA,3562,3.97,2
TRIP-0872,2023-11-14 08:40:21.621621624,496,Gasoline,Incomplete,7.89,265,Driver_8,14,13,420,1492,225.23,5.24,3.99,2.83,1.68,2352,2.03,2.65,3.55,CityB,8475,3.39,28
TRIP-0873,2023-11-14 17:25:02.702702704,194,Ethanol,On-Time,5.77,192,Driver_1,4,13,733,2621,1380.83,6.88,1.38,2.85,1.21,2596,2.6,2.17,4.12,CityA,3552,4.72,2
TRIP-0874,2023-11-15 02:09:43.783783784,250,Ethanol,Late,6.98,225,Driver_9,30,12,891,3084,1097.81,18.39,3.05,2.79,1.94,9767,2.93,2.23,5.58,CityA,7710,3.51,22
TRIP-0875,2023-11-15 10:54:24.864864864,466,Ethanol,Late,7.94,248,Driver_7,6,13,1590,4696,834.98,26.36,3.26,1.87,0.59,7980,1.3,2.64,3.03,CityA,4039,4.27,7
TRIP-0876,2023-11-15 19:39:05.945945948,261,Gasoline,Late,6.12,198,Driver_7,11,11,1131,2723,746.03,5.12,2.98,1.39,1.49,1679,1.04,1.69,2.96,CityB,1026,3.33,4
TRIP-0877,2023-11-16 04:23:47.027027028,269,Gasoline,On-Time,5.05,219,Driver_9,3,7,1040,3688,326.41,28.42,3.93,0.52,0.87,4712,2.74,1.39,3.05,CityB,3307,3.81,17
TRIP-0878,2023-11-16 13:08:28.108108108,289,Diesel,On-Time,5.73,203,Driver_9,8,7,1966,3737,542.85,7.66,2.54,0.65,0.7,9509,1.39,1.4,3.35,CityB,9887,4.8,6
TRIP-0879,2023-11-16 21:53:09.189189192,462,Gasoline,Late,7.49,285,Driver_3,3,13,1210,4636,1323.09,26.05,4.78,1.57,0.52,6301,1.08,2.47,2.43,CityD,2253,3.33,7
TRIP-0880,2023-11-17 06:37:50.270270272,446,Gasoline,Late,7.59,169,Driver_7,14,6,1773,843,1371.01,17.07,2.93,1.5,1.19,6734,1.32,2.23,4.79,CityC,7382,4.33,20
TRIP-0881,2023-11-17 15:22:31.351351352,95,Diesel,On-Time,7.31,177,Driver_4,28,11,781,4961,151.01,21.48,3.28,0.96,0.59,8981,1.77,1.41,2.83,CityA,2154,3.41,6
TRIP-0882,2023-11-18 00:07:12.432432432,84,Gasoline,Incomplete,5.34,191,Driver_5,13,11,1339,2776,952.08,17.77,4.3,1.49,0.56,6892,1.44,1.29,5.7,CityE,5341,3.83,9
TRIP-0883,2023-11-18 08:51:53.513513516,302,Diesel,On-Time,7.39,106,Driver_4,13,9,438,3701,1121.06,16.93,2.1,0.94,1.98,4696,1.61,1.24,2.86,CityE,4541,4.08,20
TRIP-0884,2023-11-18 17:36:34.594594596,439,Gasoline,Incomplete,7.76,214,Driver_6,2,8,1558,1388,985.31,25.87,1.3,2.62,1.64,8129,2.95,2.26,3.02,CityC,5524,4.15,28
TRIP-0885,2023-11-19 02:21:15.675675676,131,Gasoline,Incomplete,6.8,107,Driver_2,13,8,640,2543,260.27,23.9,3.83,1.25,1.55,3996,2.41,1.0,3.19,CityA,9539,4.21,30
TRIP-0886,2023-11-19 11:05:56.756756756,420,Gasoline,Incomplete,7.82,70,Driver_8,29,6,347,1841,443.93,17.09,2.93,2.0,1.63,8237,2.42,1.04,5.07,CityA,9559,4.28,26
TRIP-0887,2023-11-19 19:50:37.837837840,305,Gasoline,Late,7.48,131,Driver_6,19,8,1232,4220,487.96,7.79,4.59,1.76,1.94,8327,1.19,1.78,3.71,CityA,9465,3.54,4
TRIP-0888,2023-11-20 04:35:18.918918920,246,Ethanol,Late,7.0,118,Driver_2,27,9,1511,3383,1272.83,7.89,4.93,0.63,1.23,8407,2.46,2.38,5.28,CityB,9234,3.8,26
TRIP-0889,2023-11-20 13:20:00.000000000,352,Ethanol,Incomplete,6.73,180,Driver_9,6,10,587,4712,775.32,25.04,2.6,2.86,0.6,3542,2.48,2.39,5.14,CityD,4917,3.07,28
TRIP-0890,2023-11-20 22:04:41.081081080,458,Gasoline,Incomplete,6.05,136,Driver_4,16,8,1273,2915,807.22,18.23,2.66,1.82,1.75,1678,2.32,1.86,5.72,CityB,9477,4.54,5
TRIP-0891,2023-11-21 06:49:22.162162164,499,Ethanol,Incomplete,5.48,267,Driver_1,2,11,1740,1617,1412.11,17.04,2.63,1.31,1.54,6366,1.46,2.38,5.03,CityA,5135,4.67,19
TRIP-0892,2023-11-21 15:34:03.243243244,59,Diesel,On-Time,6.81,214,Driver_5,8,10,1115,4763,1010.07,22.01,2.3,0.9,0.95,6643,1.85,2.04,2.21,CityC,3383,3.4,10
TRIP-0893,2023-11-22 00:18:44.324324324,361,Ethanol,Late,5.95,265,Driver_7,17,8,837,3501,1363.2,26.47,4.13,1.35,1.05,8410,2.69,2.95,5.35,CityA,6384,3.4,18
TRIP-0894,2023-11-22 09:03:25.405405408,335,Diesel,Incomplete,7.6,98,Driver_10,23,11,1810,2238,766.29,20.72,4.04,0.55,0.94,6541,2.34,1.32,5.75,CityA,948,3.08,15
